id,description,slug,published,title,category,image_front,cat_title,occasion,recipient,tone
,"Make your gift unforgettable - because love should always come with a laugh!</p>""",ala-to-my-maalu,available,Sri Lankan Pick Up Line Gift Card,Sri Lankan Pick Up Line Series,https://thyaga0323.sirv.com/Images/voucher-products/valentines/10-front.png,"Flirt the Lankan way with love, laughs, and gifting.","Sri Lankan Pick Up Line Series, Pick Up Line, Flirty, Love, Valentine","Partner, Lover, Girlfriend, Boyfriend, Husband, Wife","Romantic, Flirty, Playful"
252.0,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-roses,available,Wedding Gift Card,Weddings,https://thyaga0323.sirv.com/Images/voucher-products/wedding/02-front.png,Celebrate their forever with a gift that keeps giving.,Wedding,"Anyone, Married Couple",General
254.0,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-starwars,unavailable,Wedding Gift Card,Weddings,https://thyaga0323.sirv.com/Images/voucher-products/wedding/06-front.png,Celebrate their forever with a gift that keeps giving.,Wedding,,
255.0,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-married&shit,available,Wedding Gift Card,Weddings,https://thyaga0323.sirv.com/Images/voucher-products/wedding/03-front.png,Celebrate their forever with a gift that keeps giving.,Wedding,Friend,Funny
256.0,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-poruwa,available,Wedding Gift Card,Weddings,https://thyaga0323.sirv.com/Images/voucher-products/wedding/05-front.png,Celebrate their forever with a gift that keeps giving.,Wedding,"Anyone, Married Couple",General
257.0,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-pink,available,Wedding Gift Card,Weddings,https://thyaga0323.sirv.com/Images/voucher-products/wedding/07-front.png,Celebrate their forever with a gift that keeps giving.,Wedding,"Anyone, Married Couple",General
258.0,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-sorry,available,Wedding Gift Card,Weddings,https://thyaga0323.sirv.com/Images/voucher-products/wedding/04-front.png,Celebrate their forever with a gift that keeps giving.,Wedding,"Anyone, Married Couple",Apology
259.0,<p>Because some words carry the weight of your heart. A timeless token of love that turns into countless choices for your special someone!</p>,adarei,available,Lovebird Gift Card,Lovebirds,https://thyaga0323.sirv.com/Images/voucher-products/valentines/12-front.png,"For soulmates, situationships, or spicy just because 'surprises.'","Lovebirds, Love, Valentine","Partner, Lover, Girlfriend, Boyfriend, Husband, Wife",Romantic
260.0,"<p>Say it your way with love, laughter and a touch of charm! These romantic vouchers are the sweetest way to turn feelings into unforgettable surprises!</p>
",you&me,unavailable,Lovebird Gift Card,Lovebirds,https://thyaga0323.sirv.com/Images/voucher-products/valentines/13-front.png,"For soulmates, situationships, or spicy just because 'surprises.'","['Lovebirds', 'Love', 'Valentine']",,
262.0,"<p>Express your gratitude with Thyaga Voucher! Saying thank you has never been easier with the gift of choice. </br>
Whether it's for a kind gesture, a helping hand, or simply being there, our vouchers offer a world of possibilities to show your appreciation. 
Let them choose their own reward, from indulgent treats to unforgettable experiences. With Thyaga Voucher, you can say thank you in the most meaningful way possible. </p>

",superstar,available,Thank You Gift Card,Thank you,https://thyaga0323.sirv.com/Images/voucher-products/thank-you/02-front.png,"A small card that says big, heartfelt thanks, stylishly.","Thank you, Thank, Grateful",Anyone,General
263.0,"<p>Express your gratitude with Thyaga Voucher! Saying thank you has never been easier with the gift of choice. </br>
Whether it's for a kind gesture, a helping hand, or simply being there, our vouchers offer a world of possibilities to show your appreciation. 
Let them choose their own reward, from indulgent treats to unforgettable experiences. With Thyaga Voucher, you can say thank you in the most meaningful way possible. </p>

",heartfelt,available,Thank You Gift Card,Thank you,https://thyaga0323.sirv.com/Images/voucher-products/thank-you/04-front.png,"A small card that says big, heartfelt thanks, stylishly.","Thank you, Thank, Grateful",Anyone,General
265.0,"<p> Sometimes words aren't enough. Send Warm Wishes that turn into something they'll actually use! From dining delights to fashion finds, this voucher keeps the warmth alive. Gifting made easy, exciting, and full of love.
</p>",warmwishes,available,Wishing the Best Gift Card,Best Wishes,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2023/7%20Front.png,Just checking in? Say it better with a voucher.,Best Wishes,Anyone,General
266.0,"<p>Strong, stylish, and unstoppable just like her. These vouchers are more than a gift; they're a statement of love, respect, and appreciation. Whether it's for the boss lady, the everyday hero or the one who makes life beautiful, this is the perfect way to say, `You deserve it all!</p>",for-her-purple,available,For Her,For Her,https://thyaga0323.sirv.com/Images/voucher-products/iwd-2022/for-her-01-front.png,"From pampering to power moves, she'll love this pick.",Women's day,"Girl, Woman, Female",Empowering
271.0,"<p>Strong, stylish, and unstoppable just like her. These vouchers are more than a gift; they're a statement of love, respect, and appreciation. Whether it's for the boss lady, the everyday hero or the one who makes life beautiful, this is the perfect way to say, `You deserve it all!</p>",for-her-light_pink,available,For Her,For Her,https://thyaga0323.sirv.com/Images/voucher-products/iwd-2022/for-her-03-front.png,"From pampering to power moves, she'll love this pick.",Women's day,"Girl, Woman, Female",Empowering
272.0,"<p>Strong, stylish, and unstoppable just like her. These vouchers are more than a gift; they're a statement of love, respect, and appreciation. Whether it's for the boss lady, the everyday hero or the one who makes life beautiful, this is the perfect way to say, `You deserve it all!</p>",for-her-red,available,For Her,For Her,https://thyaga0323.sirv.com/Images/voucher-products/iwd-2022/for-her-02-front.png,"From pampering to power moves, she'll love this pick.",Women's day,"Girl, Woman, Female",Empowering
273.0,"<p>Stay close to your loved ones this Avurudu. Surprise your loved ones this Avurudu with the most unique gift card and give them the freedom to shop across 85+ brands.</p>
",avurudu-05,available,Sinhala & Tamil Avurudu Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/2024/Avurudu-01-front.png,,,,
276.0,"<p>Stay close to your loved ones this Avurudu. Surprise your loved ones this Avurudu with the most unique gift card and give them the freedom to shop across 85+ brands.</p>
",avurudu-06,unavailable,Sinhala & Tamil Avurudu Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/2024/Avurudu-02-front.png,,,,
277.0,"<p>Stay close to your loved ones this Avurudu. Surprise your loved ones this Avurudu with the most unique gift card and give them the freedom to shop across 85+ brands.</p>
",avurudu-07,available,Sinhala & Tamil Avurudu Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/2024/Avurudu-03-front.png,,,,
279.0,"<p>Stay close to your loved ones this Avurudu. Surprise your loved ones this Avurudu with the most unique gift card and give them the freedom to shop across 85+ brands.</p>
",avurudu-08,available,Sinhala & Tamil Avurudu Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/2024/Avurudu-04-front.png,,,,
280.0,"<p>Stay close to your loved ones this Avurudu. Surprise your loved ones this Avurudu with the most unique gift card and give them the freedom to shop across 85+ brands.</p>
",avurudu-09,available,Sinhala & Tamil Avurudu Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/2024/Avurudu-05-front.png,,,,
281.0,"<p>Stay close to your loved ones this Avurudu. Surprise your loved ones this Avurudu with the most unique gift card and give them the freedom to shop across 85+ brands.</p>
",avurudu-10,available,Sinhala & Tamil Avurudu Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/2024/Avurudu-06-front.png,,,,
282.0,"<p>Stay close to your loved ones this Avurudu. Surprise your loved ones this Avurudu with the most unique gift card and give them the freedom to shop across 85+ brands.</p>
",avurudu-11,available,Sinhala & Tamil Avurudu Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/2024/Avurudu-07-front.png,,,,
437.0,"Celebrate Mom with Love – Our Special Mother’s Day Voucher
Make her day unforgettable with our limited-edition Mother’s Day voucher design — a heartfelt way to say “Thank you, Mom.”
Whether it’s her favorite store, a pampering experience, or a surprise treat, let her choose what brings her joy.
Thoughtful, flexible, and beautifully designed — just for her.",mothers-day-green,unavailable,Mother's Day Gift Card,Mother's Day,https://thyaga0323.sirv.com/Images/voucher-products/mothers-day/md-4-front.png,,Mother's Day,,
439.0,"<p>This Father's Day, show your appreciation for the superheroes in our lives-our dads!</p>
<p>Thyaga give dads the freedom to choose whatever they like, from fashion & dining to travel & tech gadgets. </p>
<p>With over 150 merchants and 20 categories, it's the perfect way to say, ""Thanks for being awesome, Dad!"" </p>
<p>Give him the gift of choice and celebrate the hero in your life with a Thyaga voucher.</p>
",fathers-day-03,unavailable,Father's Day Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/fathers-day/03-front.png,,,,
441.0,"<p>Thyaga multi-store gift voucher is the perfect gift for any occasion!</p>
<p>This Pride Month, embrace the freedom of choice with Thyaga.
Let those who inspire you, celebrate their uniqueness. With a diverse selection of over 140 merchants spanning 20 categories, Thyaga offers the perfect gift tailored to their individuality.
Show your appreciation with a Thyaga voucher, allowing them to choose what resonates with their authentic selves.</p>",pride,available,Pride Gift Card,Pride Month,https://thyaga0323.sirv.com/Images/voucher-products/pride/front-01.png,,Pride,Gay,Pride
448.0,"<p>Tired of all the heated political debates? Our `Political Pranks' Gift Voucher Collection is the perfect way to prank or surprise your extremely politically obsessed friend this election season.</p> 

<p>Sure, we can have different votes, but who says we can't have a little fun in the meantime? Each voucher in this quirky collection features playful symbols, but can you guess what they mean?</p>

<p>So, whether you're making a statement or just having a good laugh, these gift vouchers are sure to keep things light and hilarious!</p>",Elections_24_1,available,Political Pranks,Election Circus,https://thyaga0323.sirv.com/Images/voucher-products/SL_Elections_24/Ranil-front01.png,,Election,Anyone,"Funny, Political"
449.0,"<p>Tired of all the heated political debates? Our `Political Pranks' Gift Voucher Collection is the perfect way to prank or surprise your extremely politically obsessed friend this election season.</p> 

<p>Sure, we can have different votes, but who says we can't have a little fun in the meantime? Each voucher in this quirky collection features playful symbols, but can you guess what they mean?</p>

<p>So, whether you're making a statement or just having a good laugh, these gift vouchers are sure to keep things light and hilarious!</p>",Elections_24_3,available,Political Pranks,Election Circus,https://thyaga0323.sirv.com/Images/voucher-products/SL_Elections_24/Namal-front01.png,,Election,Anyone,"Funny, Political"
450.0,"<p>Tired of all the heated political debates? Our `Political Pranks' Gift Voucher Collection is the perfect way to prank or surprise your extremely politically obsessed friend this election season.</p> 

<p>Sure, we can have different votes, but who says we can't have a little fun in the meantime? Each voucher in this quirky collection features playful symbols, but can you guess what they mean?</p>

<p>So, whether you're making a statement or just having a good laugh, these gift vouchers are sure to keep things light and hilarious!</p>",Elections_24_4,available,Political Pranks,Election Circus,https://thyaga0323.sirv.com/Images/voucher-products/SL_Elections_24/Anura-front01.png,,Election,Anyone,"Funny, Political"
451.0,"<p>Tired of all the heated political debates? Our `Political Pranks' Gift Voucher Collection is the perfect way to prank or surprise your extremely politically obsessed friend this election season.</p> 

<p>Sure, we can have different votes, but who says we can't have a little fun in the meantime? Each voucher in this quirky collection features playful symbols, but can you guess what they mean?</p>

<p>So, whether you're making a statement or just having a good laugh, these gift vouchers are sure to keep things light and hilarious!</p>",Elections_24_2,available,Political Pranks,Election Circus,https://thyaga0323.sirv.com/Images/voucher-products/SL_Elections_24/Sajith-front01.png,,Election,Anyone,"Funny, Political"
452.0,"<p>Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. </br>
Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together!
Welcome the little one with love and happiness - explore our collection today!</p>",new-born-girl,available,New Born Gift Card,New Born,https://thyaga0323.sirv.com/Images/voucher-products/newborn/front-02.png,"Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together! Welcome the little one with love and happiness – explore our collection today!","New Born, Child birth","New Born, Parents",General
453.0,"<p>Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. </br>
Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together!
Welcome the little one with love and happiness - explore our collection today!</p>",new-born-boy,available,New Born Gift Card,New Born,https://thyaga0323.sirv.com/Images/voucher-products/newborn/front-03.png,"Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together! Welcome the little one with love and happiness – explore our collection today!","New Born, Child birth","New Born, Parents",General
454.0,"<p>All teachers deserve something amazing for all the time and effort they put in to helping you
grow. Surprise them with a little self-care gift; a Thyaga Voucher that helps them get everything
they need to refuel and indulge in! <br>
Whether it's some much-needed books and stationery, a wearable and capable watch, or a
sharp pair of eyeglasses, a Thyaga Voucher offers them the finest local and international
offerings, from over 100 Merchants.<br>
Be the reason your teachers smile today. </p>",teacher-girl,unavailable,Teachers' Day Gift Card,Teachers' Day,https://thyaga0323.sirv.com/Images/voucher-products/teachersday/front-02.png,,Teachers' Day,,
455.0,"<p>All teachers deserve something amazing for all the time and effort they put in to helping you
grow. Surprise them with a little self-care gift; a Thyaga Voucher that helps them get everything
they need to refuel and indulge in! <br>
Whether it's some much-needed books and stationery, a wearable and capable watch, or a
sharp pair of eyeglasses, a Thyaga Voucher offers them the finest local and international
offerings, from over 100 Merchants.<br>
Be the reason your teachers smile today. </p>",teacher-boy,available,Teachers' Day Gift Card,Teachers' Day,https://thyaga0323.sirv.com/Images/voucher-products/teachersday/front-03.png,,Teachers' Day,"Teacher, Mentor",General
457.0,"<p>Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. </br>
Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together!
Welcome the little one with love and happiness - explore our collection today!</p>",kids_24,available,Kids Gift Card,Other,https://thyaga0323.sirv.com/Images/voucher-products/childrensday/front-02.png,,,,
463.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",happy-holidays-2024,available,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-02.png,,,,
466.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",seasons-greetings-2024,available,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-06.png,,,,
467.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",deer-2024,available,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-04.png,,,,
468.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",merrychristmas-2024,available,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-03.png,,,,
469.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",snowman-2024,available,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-05.png,,,,
470.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",christmasred-2024,available,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front07.png,,,,
471.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",christmasgreen-2024,available,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-08.png,,,,
473.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",secret-ball-2024,unavailable,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-09.png,,,,
474.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",secret-gift-2024,unavailable,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-10.png,,,,
475.0,"<p>Turn your Secret Santa moment into something truly exciting with a Thyaga Voucher! It takes away the stress and keeps all the fun.
Whether they want food, fashion, or a little self-care, our vouchers let them choose exactly what they love. The mystery gift that always lands perfectly.</p>",secret-umma-2024,unavailable,Secret Santa Gift Card,\0,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-11.png,,,,
476.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",secret-who-2024,unavailable,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-12.png,,,,
477.0,"<p>Thyaga multi-store gift voucher is the perfect gift for any occasion!</p>
Give your loved ones the gift of choice where they can use this Thyaga voucher to shop at over 150 merchants!",ctc,available,CTC Gift Card,CTC,https://thyaga0323.sirv.com/Images/voucher-products/congratulations/front-02.png,,,,
479.0,"<p>Bring the suspense and excitement of Squid Game to life with this amazing gift card! 
Perfect for fans and thrill-seekers, it's a ticket to endless possibilities - minus the life-or-death stakes. Who will you surprise? </p>",squid-game,available,Squid Game,Other,https://thyaga0323.sirv.com/Images/voucher-products/other/Squid_Game_24_front-01.png,,,,
480.0,"<p>Say it your way with love, laughter and a touch of charm! These romantic vouchers are the sweetest way to turn feelings into unforgettable surprises!</p>
",oya-mage,available,Lovebird Gift Card,Valentines,https://thyaga0323.sirv.com/Images/voucher-products/valentines/14-front.png,,Valentines,"Partner, Lover, Girlfriend, Boyfriend, Husband, Wife",Romantic
481.0,"<p>This Valentine's Day, go beyond traditional gifts and surprise your loved one with something truly meaningful. A Thyaga gift card is more than just a present - it's a world of possibilities wrapped in love. Whether they're dreaming of something special or excited to explore new options, your gift offers them the freedom to choose exactly what brings them joy.</p>",buddy,available,Valentine's Day,Valentines,https://thyaga0323.sirv.com/Images/voucher-products/valentines/15-front.png,,Valentines,"Partner, Lover, Girlfriend, Boyfriend, Husband, Wife",Romantic
482.0,"<p>This Valentine's Day, go beyond traditional gifts and surprise your loved one with something truly meaningful. A Thyaga gift card is more than just a present - it's a world of possibilities wrapped in love. Whether they're dreaming of something special or excited to explore new options, your gift offers them the freedom to choose exactly what brings them joy.</p>",lips,available,Valentine's Day,Valentines,https://thyaga0323.sirv.com/Images/voucher-products/valentines/16-front.png,,Valentines,"Partner, Lover, Girlfriend, Boyfriend, Husband, Wife",Romantic
483.0,"<p>Say it your way with love, laughter and a touch of charm! These romantic vouchers are the sweetest way to turn feelings into unforgettable surprises!</p>
",kiss,available,Lovebird Gift Card,Valentines,https://thyaga0323.sirv.com/Images/voucher-products/valentines/17-front.png,,Valentines,"Partner, Lover, Girlfriend, Boyfriend, Husband, Wife",Romantic
484.0,"<p>Say it your way with love, laughter and a touch of charm! These romantic vouchers are the sweetest way to turn feelings into unforgettable surprises!</p>
",haa-patiya,available,Lovebird Gift Card,Valentines,https://thyaga0323.sirv.com/Images/voucher-products/valentines/18-front.png,,Valentines,"Partner, Lover, Girlfriend, Boyfriend, Husband, Wife","Romantic, Funny"
485.0,"<p>This Valentine's Day, go beyond traditional gifts and surprise your loved one with something truly meaningful. A Thyaga gift card is more than just a present - it's a world of possibilities wrapped in love. Whether they're dreaming of something special or excited to explore new options, your gift offers them the freedom to choose exactly what brings them joy.</p>",monkey,available,Valentine's Day,Valentines,https://thyaga0323.sirv.com/Images/voucher-products/valentines/19-front.png,,Valentines,"Partner, Lover, Girlfriend, Boyfriend, Husband, Wife","Romantic, Funny"
488.0,"<p>Strong, stylish, and unstoppable just like her. These vouchers are more than a gift; they're a statement of love, respect, and appreciation. Whether it's for the boss lady, the everyday hero or the one who makes life beautiful, this is the perfect way to say, `You deserve it all!</p>",for-her-power,available,For Her,For Her,https://thyaga0323.sirv.com/Images/voucher-products/womensday/front-01.png,"From pampering to power moves, she'll love this pick.",Women's day,"Girl, Woman, Female",Empowering
489.0,"<p>Strong, stylish, and unstoppable just like her. These vouchers are more than a gift; they're a statement of love, respect, and appreciation. Whether it's for the boss lady, the everyday hero or the one who makes life beautiful, this is the perfect way to say, `You deserve it all!</p>",for-her-pink,unavailable,For Her,For Her,https://thyaga0323.sirv.com/Images/voucher-products/womensday/front-02.png,"From pampering to power moves, she'll love this pick.",Women's day,,
492.0,"<p>Celebrate with Choice! This Avurudu, give the gift of options! Our colorful voucher is the key to a celebration filled with choices - shopping, dining, and beyond. It's a fun, flexible way to ensure everyone finds their perfect piece of the festival joy.</p>
",avurudu-red-2025,available,Sinhala & Tamil Avurudu Gift Card,Avurudu1,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-red-25-front.png,,"Avurudu, Sinhala and Tamil New Year, Traditional",Anyone,General
493.0,"<p>Celebrate with Choice! This Avurudu, give the gift of options! Our colorful voucher is the key to a celebration filled with choices - shopping, dining, and beyond. It's a fun, flexible way to ensure everyone finds their perfect piece of the festival joy.</p>
",avurudu-green-2025,available,Sinhala & Tamil Avurudu Gift Card,Avurudu1,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-green-25-front.png,,"Avurudu, Sinhala and Tamil New Year, Traditional",Anyone,General
494.0,"<p>Celebrate with Choice! This Avurudu, give the gift of options! Our colorful voucher is the key to a celebration filled with choices - shopping, dining, and beyond. It's a fun, flexible way to ensure everyone finds their perfect piece of the festival joy.</p>
",avurudu-couple-2025,available,Sinhala & Tamil Avurudu Gift Card,Avurudu1,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-orange-25-front.png,,"Avurudu, Sinhala and Tamil New Year, Traditional",Anyone,General
495.0,"<p>Celebrate with Choice! This Avurudu, give the gift of options! Our colorful voucher is the key to a celebration filled with choices - shopping, dining, and beyond. It's a fun, flexible way to ensure everyone finds their perfect piece of the festival joy.</p>
",avurudu-family-2025,available,Sinhala & Tamil Avurudu Gift Card,Avurudu1,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-family-25-front.png,,"Avurudu, Sinhala and Tamil New Year, Traditional",Anyone,General
496.0,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-askme-2025,available,Sinhala & Tamil Avurudu Gift Card,Avurudu2,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-askme-25-front.png,,"Avurudu, Sinhala and Tamil New Year, Traditional",Anyone,"Funny, Flirty"
497.0,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-kokiss-2025,available,Sinhala & Tamil Avurudu Gift Card,Avurudu2,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-kokiss-25-front.png,,"Avurudu, Sinhala and Tamil New Year, Traditional",Anyone,"Funny, Flirty"
498.0,"<p>This Avurudu, spice up the tradition of Gane Denu with our exclusive Thyaga Voucher! Perfect for hitting that auspicious moment with flair. From thrilling shopping sprees to sweet delights, gift a slice of excitement that packs more punch than its face value. Dive into a New Year where every choice brims with spirit and prosperity.</p>
",avurudu-betel-2025,available,Sinhala & Tamil Avurudu Gift Card,Avurudu2,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-betel-25-front.png,,"Avurudu, Sinhala and Tamil New Year, Traditional",Anyone,General
500.0,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-aliya-2025,available,Sinhala & Tamil Avurudu Gift Card,Avurudu2,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-aiya-25-front.png,,"Avurudu, Sinhala and Tamil New Year, Traditional",Anyone,"Funny, Flirty, Naughty, Playful"
501.0,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-kukula-2025,available,Sinhala & Tamil Avurudu Gift Card,Avurudu2,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-kukula-25-front.png,,"Avurudu, Sinhala and Tamil New Year, Traditional",Anyone,Funny
